bb8,4,4,21178,29635,33593
bb8,4,16,89674,95304,102277
bb8,4,64,371921,381389,391041
bb8,4,256,1334527,1492357,1526309
bb8,8,4,21330,29986,34349
bb8,8,16,86817,96202,105146
bb8,8,64,342968,372701,385007
bb8,8,256,1491338,1524316,1547928
bb8,16,4,23267,30457,35165
bb8,16,16,92279,98605,104387
bb8,16,64,266216,321643,362066
bb8,16,256,1288911,1479928,1514926
